data/circles/circles_sep_factor_0.4.csv,x,y,label
0,1.3528104691935328,0.08003144167344467,0
1,1.1955282802959935,0.46912105972364854,0
2,1.3726344281288518,-0.15357992224608258,0
3,1.1880444119333895,0.03251907786977378,0
4,0.9758490888907928,0.16579754371998995,0
5,1.0233306096004489,0.3953831646602485,0
6,1.1443222463438767,0.14966823686286992,0
7,1.0780449795120735,0.21281789403726498,0
8,1.2848118517020262,0.12573709396294208,0
9,1.044900791058869,0.016562166725379635,0
10,0.46754963756699,0.3386354099058314,0
11,1.1464661426450615,0.07991786602936732,0
12,1.4225340859261526,-0.042183247754898234,0
13,0.9723142702579475,0.231483050610099,0
14,1.2638753404037588,0.5829035509245286,0
15,0.9820460014345368,0.3846494982953821,0
16,0.7668192207114586,-0.06729264690620218,0
17,0.867699559626661,0.3798418411426112,0
18,1.1758346220337956,0.6086005224415602,0
19,0.84439778810691,0.3270550363370358,0
20,0.7038348646291823,0.12273305564000508,0
21,0.563573014341017,0.8159343706114306,0
22,0.7937813238890822,0.35702031886269014,0
23,0.6356445072212296,0.6187941062862437,0
24,0.5535271105322734,0.43920561805892144,0
25,0.6869320915457036,0.5773804995718523,0
26,0.7532032326467321,0.28190057254864775,0
27,0.8386914798342842,0.6214931690850801,0
28,0.8462246851867331,0.6138859287913003,0
29,0.6942847903975113,0.49816533448700395,0
30,0.6745249048197572,0.5158746199843649,0
31,0.6339006616153056,0.25934259439603946,0
32,0.8191786857765904,0.5407915930366579,0
33,0.4444735733825803,0.7299804408538445,0
34,0.5755353827751081,0.6638096831493332,0
35,0.8889629379129016,0.6949271885103403,0
36,0.9568487643300717,0.43758194185795807,0
37,0.7949410078683132,0.5627013223253028,0
38,0.5255039106769892,0.5987027466799202,0
39,0.6222365995032142,0.7402016958673604,0
40,0.43610063820218703,0.9233101228682316,0
41,0.7465530919361976,0.4497463183963115,0
42,0.9350744285078099,1.1496910779819058,0
43,0.8569036945102406,0.7477084901633695,0
44,0.39044859056026643,1.0074202634104237,0
45,0.5071498628978373,1.053506008451433,0
46,0.6123685632998039,1.0164770164304464,0
47,0.6246648286782246,0.9742358743484891,0
48,0.5379267991231609,1.201502024283182,0
49,0.5434094279138544,0.9357621328494468,0
50,0.876630139411251,0.5964735915559494,0
51,0.22765667440456866,1.0701860216754657,0
52,0.2286713540970298,1.2749278163610733,0
53,0.36191138303297804,0.7462207979512614,0
54,0.8103676968611497,1.2009300107529044,0
55,0.7802484351611143,1.0947543892976779,0
56,0.21527044944116258,1.3038761422083072,0
57,0.314523878494402,1.0902677650475303,0
58,0.5380224408765649,0.9062799708737246,0
59,0.45168252080779936,1.1288177045507863,0
60,0.38430210060607334,0.7311763581783146,0
61,0.34867943178568306,1.2225966768694734,0
62,0.13000624866899282,0.933235658732124,0
63,0.16165917682052747,1.3384359068244995,0
64,0.362809821513143,1.0550712701213822,0
65,0.05392847592869615,1.085997438992169,0
66,0.05251478245424948,0.9886533623835588,0
67,0.03959953104032615,1.1212826960598048,0
68,0.26140119188540006,0.9476125818473894,0
69,0.20453457609663356,0.7735023995683766,0
70,-0.19372305527346748,1.0824002356211806,0
71,0.11701254240682146,1.1234991466279256,0
72,0.5394194745021019,1.1869226258263543,0
73,-0.140688791359632,1.222526087718029,0
74,-0.2422390622189472,0.9074637625119037,0
75,-0.013648321064925965,1.3426685443298734,0
76,-0.1698933842930447,0.8344929757430426,0
77,-0.06156615861428586,0.8664271728264369,0
78,0.1625366648919882,0.7820404267555869,0
79,-0.3131715738145358,0.9089288503006175,0
80,-0.20413495340611432,1.3804283061316704,0
81,0.06455092782084804,1.0096249495915162,0
82,-0.3911701323284449,1.1581449282432978,0
83,-0.36681181619401493,0.6770418177149826,0
84,0.050224643884735964,1.0456757731136586,0
85,-0.023739926061595307,1.04189313132241,0
86,-0.0569847477301173,0.8433737842131309,0
87,-0.45553845552174754,1.1049020647849566,0
88,-0.4296017534500338,0.8252526112476181,0
89,-0.38013829764793994,0.9608153293370787,0
90,-0.379815776625644,0.6760662576115499,0
91,-0.45759032730516114,0.49969573979259574,0
92,-0.2235257571163775,0.616870458370542,0
93,-0.5890012205703679,0.9402095017404464,0
94,-0.5354281857303655,1.2304660706698478,0
95,-0.6653080250204898,0.9669556315124376,0
96,-0.43363585521057146,0.6712083529177801,0
97,-0.3399798470785765,0.8614024939949634,0
98,-0.308937924877128,1.050904410023961,0
99,-0.04910648424557701,1.1436122699311422,0
100,-0.5738363675884885,0.8181495682692536,0
101,-0.29809509019570735,0.9864170063050263,0
102,-0.407800489759478,0.5209367166398483,0
103,-0.558256774123131,0.6853150588689618,0
104,-0.514728647875784,0.8015191312051125,0
105,-0.4057494706739546,0.8724606374132079,0
106,-0.44733352244057956,0.7032460986770077,0
107,-0.81003703146196,0.7016835186853303,0
108,-0.6408280725209774,0.8463435898868059,0
109,-0.20155881385193458,0.7485436253196281,0
110,-0.8603196064574133,0.6739484703375171,0
111,-0.7772663008579073,0.8252649221761043,0
112,-1.0078227434022902,0.7271250784728699,0
113,-0.683171372039728,0.7460995477534208,0
114,-0.8484318412144839,0.6369627599814874,0
115,-1.0279570072739004,0.5704666296864196,0
116,-0.8655673508550998,0.7366306132423908,0
117,-1.0017497291401716,0.7936636100906885,0
118,-0.484796548427566,0.207150775275604,0
119,-0.7112781718685761,0.739980721868424,0
120,-0.9365043994853932,0.5083308894267137,0
121,-0.847725324651095,0.5111553918040865,0
122,-0.8947238345195236,0.2181907879773491,0
123,-0.6138616125453908,0.7517505133863612,0
124,-1.018037112001347,0.2247421438126278,0
125,-0.7618124284938868,0.3848424060373871,0
126,-0.8479160473797075,0.41788799067269655,0
127,-0.7478958290171772,0.6022458638510632,0
128,-1.0408312359321295,0.16796238810591663,0
129,-1.2214147319330357,0.547855167386514,0
130,-1.1513173091994067,0.3053733722160629,0
131,-1.041125959278602,0.3770021271981939,0
132,-1.3170324470575527,0.40588027204344385,0
133,-0.8325037847250503,0.36625646473074763,0
134,-1.0065536045771752,0.34834667999234004,0
