circles_sep_factor_0.6,x,y,label
0,0.8501901782978922,0.15564738749094728,0
1,1.0578718543309673,-0.22398201241625504,0
2,0.7568770929710316,0.10250692155563004,0
3,1.1905534189362226,0.13474765779356918,0
4,0.7410651529444798,0.028524403093112174,0
5,0.9005902495132445,0.15535042367534777,0
6,0.8083459217294827,0.09992313058404634,0
7,1.1856997770572295,0.033799671819004534,0
8,1.129502080696871,0.4154046479907916,0
9,0.8869919111196565,0.04613555484571705,0
10,0.9667039632658982,0.22433875591251867,0
11,0.8904180428886823,0.5893659756240912,0
12,1.012747272628968,0.16312362204120603,0
13,0.566652760661142,0.5510951293510943,0
14,1.074340164862624,0.2620784946973299,0
15,0.931110243980364,0.2844079343192326,0
16,1.056669086514301,0.059783207844987474,0
17,1.0352172114649534,0.3460497735440175,0
18,0.9703917886324375,0.42953516237485667,0
19,0.8442454803504448,0.37960988423495196,0
20,1.0247186398703385,0.36576269676195305,0
21,0.6489691956162462,0.587355669342939,0
22,0.7767972747878715,0.4888047419391412,0
23,0.9834728067776602,0.4786217887793741,0
24,0.8838533492921282,0.4174525153780655,0
25,0.7874576020003741,0.6880270082168131,0
26,1.1075208961428533,0.7394102782882279,0
27,0.7785737416665075,0.39445585718459353,0
28,0.6408835598014914,0.4572838387302937,0
29,0.7963099064614024,0.3617853819702509,0
30,0.7767973694323417,0.6833527548166477,0
31,0.7830733058171636,0.7402796812033613,0
32,0.623928831904368,0.9618559163138543,0
33,0.9415140834052834,0.5570777949269751,0
34,0.9264937269653024,0.5832002248231575,0
35,0.827995097280831,0.7008515564774963,0
36,1.002946550741442,0.9760130936616809,0
37,0.4265264702044595,0.8705156711202955,0
38,0.691063426087327,0.6351582925953808,0
39,0.3592704277140725,0.823982248605945,0
40,0.8948578876151055,0.6649546897104426,0
41,0.14812456234010407,0.7543227185096746,0
42,0.5188097674270417,0.7217858778737247,0
43,0.6981764173226804,0.7628533718931582,0
44,0.5950488890024959,0.8297480887006836,0
45,0.8664201438028174,0.7017111197078953,0
46,0.41102452863494765,0.786532150758626,0
47,0.5562662783457551,0.6268220020227773,0
48,0.1672028889290933,0.891258425859899,0
49,0.28405984145193514,1.0499650767649826,0
50,0.3063417663641317,0.9194363432905355,0
51,0.515820442161896,0.8747389739608972,0
52,0.3266410182032518,0.8648098328467959,0
53,0.38525229033272224,0.9675350560613983,0
54,0.5189903017723135,0.9782528440355419,0
55,0.13981403079360982,1.1059525466083544,0
56,0.3523082629523579,0.960046488526064,0
57,0.4938816480014645,0.9248230540486715,0
58,0.3613215374163743,1.0623823628179618,0
59,0.3857705904479017,0.7639046652031246,0
60,0.29096244851025,1.020787834538282,0
61,0.39157971625883925,0.736269756787183,0
62,0.31542311178343374,1.0064671306226078,0
63,0.3065322230297032,0.9565846041914973,0
64,0.5196640573829374,0.8132580685174953,0
65,0.19878820057812113,0.7772417299162941,0
66,0.24673916681643218,0.9438891095982931,0
67,0.17221318951628667,0.9824226340867229,0
68,0.3557658427614412,1.1267328831643317,0
69,0.047816082262444576,1.222982592042373,0
70,0.06645710716712344,0.9846754628262878,0
71,-0.2738015555948101,1.0621928092034763,0
72,0.22498398399095,0.9947510707976668,0
73,0.1337590324515766,1.0183168088587895,0
74,-0.24461627983301715,0.8602084851305819,0
75,-0.12452667676438064,0.8114286222245604,0
76,-0.07896804350708399,0.936472198593421,0
77,-0.09183294961993163,1.1124233907761676,0
78,0.06685058596142239,1.0249447332236905,0
79,0.01172740708153193,0.9960639991600779,0
80,-0.09968825030240679,0.8208416192786353,0
81,-0.08001512066965732,1.0551471732520201,0
82,-0.4478533247720391,0.8483882565662112,0
83,-0.21272476210429675,0.9799795942401994,0
84,-0.18353897712606226,0.9093733165477909,0
85,-0.6002945593444182,0.8787925966189283,0
86,-0.3355653282081061,0.8076021040840414,0
87,-0.10281524663855313,0.8884115264197423,0
88,-0.1897326405192149,0.8000906626317947,0
89,-0.10333191862732272,0.9650250468366959,0
90,-0.2866444879635253,1.1552314533664518,0
91,-0.0860530969401771,0.9929222403309097,0
92,-0.25856195344149047,0.9745534134370303,0
93,-0.4109790288137535,1.250740910754645,0
94,-0.45280365680449064,0.7956008046812361,0
95,-0.6200992605318003,1.078753468160166,0
96,-0.30926201994102975,0.7805635102310571,0
97,-0.5127042600078001,0.7588994791615249,0
98,-0.46251498792214224,0.8904911162301183,0
99,-0.15519317399520188,1.07952229918973,0
100,-0.4715987340854582,0.7692389680119629,0
101,-0.2943763789395937,0.7713542167306039,0
102,-0.6162281464531247,0.8460206133818569,0
103,-0.6882730399727149,0.6810801718257,0
104,-0.6818473050063723,0.9049590497475193,0
105,-0.8723535089184316,0.9214037842628401,0
106,-0.5943130534007469,0.8569280473209224,0
107,-0.8572117950851326,0.8169970635982559,0
108,-0.5605830155827397,0.9976583175381104,0
109,-0.5221593683981951,0.6418019226270768,0
110,-1.0760301352652561,0.8058039006551916,0
111,-0.6519491800811299,0.7501699453535617,0
112,-0.5036452819972912,0.722263712419402,0
113,-0.7506248100536604,0.8255794274005792,0
114,-0.9639760862001614,0.727304752330271,0
115,-1.0133126581749894,0.9440879920578398,0
116,-0.7652893730752653,0.7742045484259016,0
117,-0.981202846358117,0.7417488019561835,0
118,-1.095123924523136,0.6484529547230048,0
119,-0.7590330071138514,0.46931483261912166,0
